"Idex"	"I"	"I"	"I"	"O"
1586	42.26	57.48	0.2	24.42
1587	24.42	42.26	0	17.85
1588	17.85	24.42	0.2	14.34
1589	14.34	17.85	1.1	12.48
1590	12.48	14.34	1.2	10.95
1591	10.95	12.48	0.5	9.88
1592	9.88	10.95	8.9	9.88
1593	9.88	9.88	2.6	9.88
1594	9.88	9.88	0.8	8.87
1595	8.87	9.88	0	7.95
1596	7.95	8.87	0	7.36
1597	7.36	7.95	3.8	7.29
1598	7.29	7.36	9.9	8.54
1599	8.54	7.29	0.4	8.87
1600	8.87	8.54	0	7.29
1601	7.29	8.87	1	6.63
1602	6.63	7.29	6.1	6.51
1603	6.51	6.63	0.1	6.9
1604	6.9	6.51	2.6	6.25
1605	6.25	6.9	0	6.32
1606	6.32	6.25	0	5.74
1607	5.74	6.32	0	5.54
1608	5.54	5.74	4	5.47
1609	5.47	5.54	0	5.03
1610	5.03	5.47	0	4.64
1611	4.64	5.03	0	4.2
1612	4.2	4.64	0	4.2
1613	4.2	4.2	0.2	3.95
1614	3.95	4.2	5.4	3.78
1615	3.78	3.95	0	3.54
1616	3.54	3.78	0	3.36
1617	3.36	3.54	0	3.36
1618	3.36	3.36	16.7	3.48
1619	3.48	3.36	0.5	4.08
1620	4.08	3.48	0	3.66
1621	3.66	4.08	3.5	3.43
1622	3.43	3.66	0	3.2
1623	3.2	3.43	0.5	3.04
1624	3.04	3.2	0	2.99
1625	2.99	3.04	9.5	2.87
1626	2.87	2.99	26.3	3.9
1627	3.9	2.87	4.4	9.88
1628	9.88	3.9	6.1	5.93
1629	5.93	9.88	0	4.83
1630	4.83	5.93	0.1	4.02
1631	4.02	4.83	1	3.59
1632	3.59	4.02	0	5.54
1633	5.54	3.59	7.6	5.22
1634	5.22	5.54	5.6	4.2
1635	4.2	5.22	0	3.66
1636	3.66	4.2	0.1	3.02
1637	3.02	3.66	1.7	2.81
1638	2.81	3.02	10.6	2.76
1639	2.76	2.81	0.1	2.59
1640	2.59	2.76	0.7	2.91
1641	2.91	2.59	9.5	5.16
1642	5.16	2.91	30.7	19.6
1643	19.6	5.16	9.2	10.6
1644	10.6	19.6	0	8.21
1645	8.21	10.6	0	5.93
1646	5.93	8.21	0	4.71
1647	4.71	5.93	0	4.26
1648	4.26	4.71	0.6	3.48
1649	3.48	4.26	0.1	3.55
1650	3.55	3.48	5.2	3.19
1651	3.19	3.55	3.1	2.97
1652	2.97	3.19	0.7	2.91
1653	2.91	2.97	1.4	2.5
1654	2.5	2.91	0.2	2.7
1655	2.7	2.5	0.1	2.59
1656	2.59	2.7	0.4	2.4
1657	2.4	2.59	1.4	2.21
1658	2.21	2.4	0	2.16
1659	2.16	2.21	0	2.31
1660	2.31	2.16	0	1.63
1661	1.63	2.31	0.8	1.99
1662	1.99	1.63	0.9	2.11
1663	2.11	1.99	0.4	2.07
1664	2.07	2.11	0.1	1.9
1665	1.9	2.07	0.2	1.82
1666	1.82	1.9	0.3	1.86
1667	1.86	1.82	12	2.03
1668	2.03	1.86	0	2.16
1669	2.16	2.03	3.3	2.07
1670	2.07	2.16	11.2	3.28
1671	3.28	2.07	18.9	5.61
1672	5.61	3.28	3	5.61
1673	5.61	5.61	17.6	6.12
1674	6.12	5.61	3.2	5.16
1675	5.16	6.12	1.9	4.32
1676	4.32	5.16	0	3.83
1677	3.83	4.32	2.1	3.59
1678	3.59	3.83	0.3	3.13
1679	3.13	3.59	0.2	2.65
1680	2.65	3.13	1.8	2.59
1681	2.59	2.65	9	2.45
1682	2.45	2.59	0	2.87
1683	2.87	2.45	0.1	2.59
1684	2.59	2.87	0	2.59
1685	2.59	2.59	0.3	2.31
1686	2.31	2.59	13.6	2.31
1687	2.31	2.31	0.3	3.48
1688	3.48	2.31	0.2	2.37
1689	2.37	3.48	0	2.11
1690	2.11	2.37	0	2.15
1691	2.15	2.11	0	1.95
1692	1.95	2.15	0	1.9
1693	1.9	1.95	2.4	1.86
1694	1.86	1.9	0	1.84
1695	1.84	1.86	0	1.82
1696	1.82	1.84	42.9	8.55
1697	8.55	1.82	16.6	27.04
1698	27.04	8.55	3.1	10.24
1699	10.24	27.04	0.5	7.03
1700	7.03	10.24	0	5.34
1701	5.34	7.03	0	4.51
1702	4.51	5.34	0.1	3.95
1703	3.95	4.51	4	3.9
1704	3.9	3.95	0	3.48
1705	3.48	3.9	0	3.25
1706	3.25	3.48	0	3.02
1707	3.02	3.25	0	2.81
1708	2.81	3.02	0	2.7
1709	2.7	2.81	0.1	2.07
1710	2.07	2.7	0.1	2.4
1711	2.4	2.07	6.2	2.42
1712	2.42	2.4	0	2.5
1713	2.5	2.42	0.1	2.31
1714	2.31	2.5	2.8	2.78
1715	2.78	2.31	12.8	5.22
1716	5.22	2.78	5.7	3.95
1717	3.95	5.22	0.1	3.02
1718	3.02	3.95	10	2.76
1719	2.76	3.02	0.2	3.02
1720	3.02	2.76	0	3.19
1721	3.19	3.02	0	2.81
1722	2.81	3.19	0	2.51
1723	2.51	2.81	0.1	1.9
1724	1.9	2.51	0	2.26
1725	2.26	1.9	0	2.26
1726	2.26	2.26	0.1	2.7
1727	2.7	2.26	0.2	1.78
1728	1.78	2.7	6	2.07
1729	2.07	1.78	0	2.11
1730	2.11	2.07	0.2	1.82
1731	1.82	2.11	0	1.99
1732	1.99	1.82	7.4	2.21
1733	2.21	1.99	4.1	2.21
1734	2.21	2.21	0.1	2.45
1735	2.45	2.21	2.5	2.26
1736	2.26	2.45	8.4	2.31
1737	2.31	2.26	3.5	2.11
1738	2.11	2.31	0	2.59
1739	2.59	2.11	0	2.5
1740	2.5	2.59	0	2.4
1741	2.4	2.5	0	2.21
1742	2.21	2.4	0	1.99
1743	1.99	2.21	0	2.03
1744	2.03	1.99	0	1.66
1745	1.66	2.03	0	1.86
1746	1.86	1.66	0	2.03
1747	2.03	1.86	0	1.78
1748	1.78	2.03	0	1.86
1749	1.86	1.78	0	1.78
1750	1.78	1.86	0	1.7
1751	1.7	1.78	0	1.66
1752	1.66	1.7	0	1.7
1753	1.7	1.66	0	1.95
1754	1.95	1.7	0.2	1.86
1755	1.86	1.95	0	1.7
1756	1.7	1.86	0	2.12
1757	2.12	1.7	0	1.35
1758	1.35	2.12	0	1.49
1759	1.49	1.35	0	1.59
1760	1.59	1.49	0.8	1.86
1761	1.86	1.59	0	1.74
1762	1.74	1.86	0	1.59
1763	1.59	1.74	0	1.59
1764	1.59	1.59	0.1	1.63
1765	1.63	1.59	0	1.41
1766	1.41	1.63	0.5	1.63
1767	1.63	1.41	10.5	2.03
1768	2.03	1.63	0.5	1.86
1769	1.86	2.03	0	1.78
1770	1.78	1.86	0	1.74
1771	1.74	1.78	0	1.82
1772	1.82	1.74	14.4	1.52
1773	1.52	1.82	0	1.95
1774	1.95	1.52	0	2.16
1775	2.16	1.95	0.1	1.99
1776	1.99	2.16	16.3	3.13
1777	3.13	1.99	38.8	44.56
1778	44.56	3.13	43.8	112.77
1779	112.77	44.56	1.4	37.23
1780	37.23	112.77	0	19.05
1781	19.05	37.23	0	13.14
1782	13.14	19.05	0	10.6
1783	10.6	13.14	0.2	8.87
1784	8.87	10.6	0	7.82
1785	7.82	8.87	0	6.96
1786	6.96	7.82	4.2	6.25
1787	6.25	6.96	1.6	6.12
1788	6.12	6.25	0.1	5.61
1789	5.61	6.12	2.1	5.22
1790	5.22	5.61	0.1	4.89
1791	4.89	5.22	0.2	4.77
1792	4.77	4.89	6	4.96
1793	4.96	4.77	0.1	6.19
1794	6.19	4.96	0	6.25
1795	6.25	6.19	0	5.87
1796	5.87	6.25	0.2	5.74
1797	5.74	5.87	25.7	31.75
1798	31.75	5.74	5.9	43.25
1799	43.25	31.75	0.1	21.9
1800	21.9	43.25	0.2	15.55
1801	15.55	21.9	0.1	12.04
1802	12.04	15.55	0	10.24
1803	10.24	12.04	0	8.87
1804	8.87	10.24	0	7.95
1805	7.95	8.87	0	7.16
1806	7.16	7.95	0	6.63
1807	6.63	7.16	2.7	6.45
1808	6.45	6.63	6.8	7.36
1809	7.36	6.45	2	7.03
1810	7.03	7.36	0.1	6.77
1811	6.77	7.03	0	6.57
1812	6.57	6.77	0	6.38
1813	6.38	6.57	0	6.12
1814	6.12	6.38	0	5.74
1815	5.74	6.12	0	5.61
1816	5.61	5.74	0	5.16
1817	5.16	5.61	0	5.28
1818	5.28	5.16	13.1	5.87
1819	5.87	5.28	1.1	6.96
1820	6.96	5.87	2.4	8.01
1821	8.01	6.96	1.2	10.6
1822	10.6	8.01	0.1	10.6
1823	10.6	10.6	0.1	9.2
1824	9.2	10.6	4.2	8.21
1825	8.21	9.2	9.5	8.54
1826	8.54	8.21	7.6	14.67
1827	14.67	8.54	5.5	26.17
1828	26.17	14.67	9.4	40.29
1829	40.29	26.17	1.5	29.67
1830	29.67	40.29	0	21.9
1831	21.9	29.67	0	17.08
1832	17.08	21.9	0	14.67
1833	14.67	17.08	0	14.01
1834	14.01	14.67	0.1	13.14
1835	13.14	14.01	0.4	12.48
1836	12.48	13.14	0.9	11.61
1837	11.61	12.48	0.1	10.24
1838	10.24	11.61	0	9.53
1839	9.53	10.24	12.3	10.6
1840	10.6	9.53	0	10.95
1841	10.95	10.6	4.8	15.11
1842	15.11	10.95	13	37.34
1843	37.34	15.11	0.6	25.29
1844	25.29	37.34	0	17.41
1845	17.41	25.29	0.2	14.34
1846	14.34	17.41	0.4	12.48
1847	12.48	14.34	0	10.6
1848	10.6	12.48	0	9.53
1849	9.53	10.6	0.1	8.87
1850	8.87	9.53	0	8.21
1851	8.21	8.87	0	7.75
1852	7.75	8.21	0	7.16
1853	7.16	7.75	0	6.9
1854	6.9	7.16	0	6.51
1855	6.51	6.9	6.2	6.45
1856	6.45	6.51	4.5	6.9
1857	6.9	6.45	0	7.03
1858	7.03	6.9	0	6.45
1859	6.45	7.03	0.1	6.19
1860	6.19	6.45	5.2	6.25
1861	6.25	6.19	1.1	6.45
1862	6.45	6.25	0.1	6.19
1863	6.19	6.45	0	6.51
1864	6.51	6.19	16.5	9.53
1865	9.53	6.51	0	9.88
1866	9.88	9.53	0	9.53
1867	9.53	9.88	0	8.87
1868	8.87	9.53	0.1	8.21
1869	8.21	8.87	2.8	8.21
1870	8.21	8.21	9.4	19.93
1871	19.93	8.21	0	19.49
1872	19.49	19.93	0	14.67
1873	14.67	19.49	0	12.04
1874	12.04	14.67	0	10.6
1875	10.6	12.04	0.1	9.53
1876	9.53	10.6	0.1	8.54
1877	8.54	9.53	0	7.69
1878	7.69	8.54	0	7.42
1879	7.42	7.69	6.9	7.1
1880	7.1	7.42	6.4	7.49
1881	7.49	7.1	3	10.95
1882	10.95	7.49	0.2	14.67
1883	14.67	10.95	0	11.61
1884	11.61	14.67	0.4	10.24
1885	10.24	11.61	7.5	9.53
1886	9.53	10.24	0	8.87
1887	8.87	9.53	0	8.87
1888	8.87	8.87	0.1	8.54
1889	8.54	8.87	5	8.87
1890	8.87	8.54	3.8	9.53
1891	9.53	8.87	0	11.28
1892	11.28	9.53	11.4	16.2
1893	16.2	11.28	0	16.64
1894	16.64	16.2	0.2	13.58
1895	13.58	16.64	7.4	13.58
1896	13.58	13.58	0.4	13.58
1897	13.58	13.58	0	11.61
1898	11.61	13.58	0	10.6
1899	10.6	11.61	0.5	9.53
1900	9.53	10.6	11.9	43.58
1901	43.58	9.53	17.9	80.15
1902	80.15	43.58	17.9	88.25
1903	88.25	80.15	0.1	43.25
1904	43.25	88.25	0.1	27.92
1905	27.92	43.25	0.1	21.13
1906	21.13	27.92	0	17.41
1907	17.41	21.13	0	14.67
1908	14.67	17.41	0	13.14
1909	13.14	14.67	5	12.48
1910	12.48	13.14	0.1	10.95
1911	10.95	12.48	0	9.88
1912	9.88	10.95	0	9.2
1913	9.2	9.88	0.1	8.87
1914	8.87	9.2	9.2	9.53
1915	9.53	8.87	4.5	10.24
1916	10.24	9.53	0	9.2
1917	9.2	10.24	5.3	9.53
1918	9.53	9.2	5.8	11.28
1919	11.28	9.53	0.1	12.04
1920	12.04	11.28	6.7	11.61
1921	11.61	12.04	8.6	15.55
1922	15.55	11.61	0	15.11
1923	15.11	15.55	0.1	13.14
1924	13.14	15.11	1	11.61
1925	11.61	13.14	0.1	10.24
1926	10.24	11.61	2.1	9.53
1927	9.53	10.24	0.2	8.54
1928	8.54	9.53	0.8	7.95
1929	7.95	8.54	0.2	7.49
1930	7.49	7.95	0	7.1
1931	7.1	7.49	0	6.7
1932	6.7	7.1	0	6.32
1933	6.32	6.7	0.3	6.19
1934	6.19	6.32	13.1	6.9
1935	6.9	6.19	0.7	7.29
1936	7.29	6.9	0	6.57
1937	6.57	7.29	0.4	6.19
1938	6.19	6.57	5.9	6.19
1939	6.19	6.19	0	6.25
1940	6.25	6.19	0.1	5.61
1941	5.61	6.25	0	5.41
1942	5.41	5.61	6.2	5.54
1943	5.54	5.41	5.3	6.25
1944	6.25	5.54	9.6	13.36
1945	13.36	6.25	8.8	28.8
1946	28.8	13.36	2.3	22.77
1947	22.77	28.8	1.7	15.11
1948	15.11	22.77	0	11.61
1949	11.61	15.11	0	9.2
1950	9.2	11.61	1.5	8.08
1951	8.08	9.2	4.8	7.49
1952	7.49	8.08	24.1	37.45
1953	37.45	7.49	2.4	44.23
1954	44.23	37.45	7	33.39
1955	33.39	44.23	6.2	25.29
1956	25.29	33.39	0.1	17.85
1957	17.85	25.29	16.8	22.77
1958	22.77	17.85	0.4	20.37
1959	20.37	22.77	0.1	15.88
1960	15.88	20.37	4	13.58
1961	13.58	15.88	0.7	11.61
1962	11.61	13.58	0.8	9.88
1963	9.88	11.61	0.9	8.54
1964	8.54	9.88	0.2	7.69
1965	7.69	8.54	0	6.77
1966	6.77	7.69	0	6.12
1967	6.12	6.77	0	5.74
1968	5.74	6.12	2.1	5.93
1969	5.93	5.74	18.9	6.83
1970	6.83	5.93	1.9	6.25
1971	6.25	6.83	0	5.34
1972	5.34	6.25	0	4.83
1973	4.83	5.34	0	4.32
1974	4.32	4.83	0.1	5.34
1975	5.34	4.32	11	6.45
1976	6.45	5.34	9.8	5.74
1977	5.74	6.45	0.2	5.09
1978	5.09	5.74	4.3	4.08
1979	4.08	5.09	0.3	3.95
1980	3.95	4.08	0.2	3.71
1981	3.71	3.95	1.8	3.59
1982	3.59	3.71	5.4	4.83
1983	4.83	3.59	0	3.66
1984	3.66	4.83	0.1	3.36
1985	3.36	3.66	0	3.48
1986	3.48	3.36	8.8	3.13
1987	3.13	3.48	1.4	3.13
1988	3.13	3.13	0	3.25
1989	3.25	3.13	0.6	2.7
1990	2.7	3.25	2.8	2.87
1991	2.87	2.7	0.3	3.25
1992	3.25	2.87	0	3.08
1993	3.08	3.25	0.3	2.87
1994	2.87	3.08	0	2.61
1995	2.61	2.87	0.6	2.51
1996	2.51	2.61	0.9	1.7
1997	1.7	2.51	9.4	2.87
1998	2.87	1.7	3.7	2.81
1999	2.81	2.87	0.1	2.45
2000	2.45	2.81	0.1	2.21
2001	2.21	2.45	9.4	2.21
2002	2.21	2.21	0.1	2.21
2003	2.21	2.21	0.5	2.03
2004	2.03	2.21	12	2.11
2005	2.11	2.03	0.8	2.76
2006	2.76	2.11	0.3	2.26
2007	2.26	2.76	0.5	1.95
2008	1.95	2.26	0.2	1.99
2009	1.99	1.95	0	1.86
2010	1.86	1.99	0.1	1.41
2011	1.41	1.86	0.1	1.63
2012	1.63	1.41	0	2.07
2013	2.07	1.63	0	1.78
2014	1.78	2.07	0	1.55
2015	1.55	1.78	0	1.7
2016	1.7	1.55	0	1.55
2017	1.55	1.7	0.2	1.41
2018	1.41	1.55	6.2	1.46
2019	1.46	1.41	2.8	2.31
2020	2.31	1.46	0.8	1.9
2021	1.9	2.31	4.5	1.78
2022	1.78	1.9	1.7	1.63
2023	1.63	1.78	0	1.52
2024	1.52	1.63	0	1.26
2025	1.26	1.52	0	1.29
2026	1.29	1.26	0	1.78
2027	1.78	1.29	0	1.41
2028	1.41	1.78	0.3	1.41
2029	1.41	1.41	0.8	1.38
2030	1.38	1.41	2.8	1.49
2031	1.49	1.38	0.8	1.24
2032	1.24	1.49	2.7	1.41
2033	1.41	1.24	4.3	1.66
2034	1.66	1.41	5.7	1.63
2035	1.63	1.66	4.9	1.46
2036	1.46	1.63	1.4	1.35
2037	1.35	1.46	2.2	1.53
2038	1.53	1.35	5.6	1.55
2039	1.55	1.53	12.5	1.86
2040	1.86	1.55	0	1.95
2041	1.95	1.86	0	2.03
2042	2.03	1.95	0.4	1.29
2043	1.29	2.03	0	1.29
2044	1.29	1.29	0.2	1.35
2045	1.35	1.29	0.3	1.15
2046	1.15	1.35	2.2	1.12
2047	1.12	1.15	6.7	1.49
2048	1.49	1.12	0	1.52
2049	1.52	1.49	0	1.49
2050	1.49	1.52	0	1.29
2051	1.29	1.49	0	1.29
2052	1.29	1.29	0	1.04
2053	1.04	1.29	0	1.04
2054	1.04	1.04	0	1.41
2055	1.41	1.04	0	1.35
2056	1.35	1.41	0	1.1
2057	1.1	1.35	0	1.18
2058	1.18	1.1	0	1.23
2059	1.23	1.18	0	0.99
2060	0.99	1.23	0	1.02
2061	1.02	0.99	0	1.41
2062	1.41	1.02	0.3	1.38
2063	1.38	1.41	0.1	1.18
2064	1.18	1.38	0	0.99
2065	0.99	1.18	1.3	1.85
2066	1.85	0.99	43.5	4.38
2067	4.38	1.85	11.2	6.45
2068	6.45	4.38	0	3.08
2069	3.08	6.45	0	2.35
2070	2.35	3.08	0	1.76
2071	1.76	2.35	0	1.55
2072	1.55	1.76	0.3	1.55
2073	1.55	1.55	8.1	1.24
2074	1.24	1.55	0	1.31
2075	1.31	1.24	0.1	1.63
2076	1.63	1.31	0	1.35
2077	1.35	1.63	0	1.24
2078	1.24	1.35	0	1.31
2079	1.31	1.24	0	1.31
2080	1.31	1.31	0	1.04
2081	1.04	1.31	0.8	1.38
2082	1.38	1.04	2.5	1.7
2083	1.7	1.38	0	1.34
2084	1.34	1.7	0	1.36
2085	1.36	1.34	0	1.24
2086	1.24	1.36	0	1.29
2087	1.29	1.24	0	1.17
2088	1.17	1.29	0	1.38
2089	1.38	1.17	0	1.63
2090	1.63	1.38	0	1.38
2091	1.38	1.63	0	1.29
2092	1.29	1.38	0	1.15
2093	1.15	1.29	0	1.38
2094	1.38	1.15	0	0.99
2095	0.99	1.38	0	1.15
2096	1.15	0.99	0.5	1.52
2097	1.52	1.15	0.6	1.31
2098	1.31	1.52	0	1.24
2099	1.24	1.31	0	1.12
2100	1.12	1.24	0	1.29
2101	1.29	1.12	0	1.24
2102	1.24	1.29	0	1.06
2103	1.06	1.24	0	1.46
2104	1.46	1.06	0	1.24
2105	1.24	1.46	0	1.35
2106	1.35	1.24	0	1.12
2107	1.12	1.35	0	1.2
2108	1.2	1.12	0	1.17
2109	1.17	1.2	0.2	1.15
2110	1.15	1.17	0	1.41
2111	1.41	1.15	0	1.04
2112	1.04	1.41	0	1.12
2113	1.12	1.04	0	1.24
2114	1.24	1.12	0	1.31
2115	1.31	1.24	0	1.24
2116	1.24	1.31	0	1.02
2117	1.02	1.24	0	1.31
2118	1.31	1.02	9	1.35
2119	1.35	1.31	13.4	1.63
2120	1.63	1.35	15.1	1.66
2121	1.66	1.63	0	1.63
2122	1.63	1.66	0	1.26
2123	1.26	1.63	0	1.15
2124	1.15	1.26	0	1.31
2125	1.31	1.15	0	1.29
2126	1.29	1.31	0	1.17
2127	1.17	1.29	0.2	1.02
2128	1.02	1.17	8.2	1.38
2129	1.38	1.02	0.7	1.06
2130	1.06	1.38	0	0.94
2131	0.94	1.06	0	1.31
2132	1.31	0.94	0	1.24
2133	1.24	1.31	0	1.06
2134	1.06	1.24	0	1.2
2135	1.2	1.06	0	1.17
2136	1.17	1.2	0	1.1
2137	1.1	1.17	0	1.12
2138	1.12	1.1	0	1.06
2139	1.06	1.12	0	1.15
2140	1.15	1.06	0	1.15
2141	1.15	1.15	0	1.15
2142	1.15	1.15	0	1.17
2143	1.17	1.15	1.6	1.2
2144	1.2	1.17	23.3	1.12
2145	1.12	1.2	3.1	1.55
2146	1.55	1.12	0	2.59
2147	2.59	1.55	1.1	1.78
2148	1.78	2.59	0.2	1.41
2149	1.41	1.78	1.3	1.26
2150	1.26	1.41	0.1	1.04
2151	1.04	1.26	0	1.02
2152	1.02	1.04	0.1	1.38
2153	1.38	1.02	0	1.12
2154	1.12	1.38	0	1.06
2155	1.06	1.12	0	1.2
2156	1.2	1.06	3.2	1.12
2157	1.12	1.2	0.1	1.02
2158	1.02	1.12	18.2	1.49
2159	1.49	1.02	0.4	1.49
2160	1.49	1.49	0	1.95
2161	1.95	1.49	3	1.78
2162	1.78	1.95	1.3	1.46
2163	1.46	1.78	0	1.49
2164	1.49	1.46	14.5	1.66
2165	1.66	1.49	6.1	2.91
2166	2.91	1.66	11.7	5.22
2167	5.22	2.91	0.3	5.22
2168	5.22	5.22	0.3	3.36
2169	3.36	5.22	0	3.31
2170	3.31	3.36	0	2.7
2171	2.7	3.31	0	2.26
2172	2.26	2.7	0	1.9
2173	1.9	2.26	0	1.86
2174	1.86	1.9	0.1	2.03
2175	2.03	1.86	0	1.66
2176	1.66	2.03	0	1.59
2177	1.59	1.66	0	2.16
2178	2.16	1.59	0	1.12
2179	1.12	2.16	0	1.2
2180	1.2	1.12	0.1	1.46
2181	1.46	1.2	0	1.7
2182	1.7	1.46	0	1.26
2183	1.26	1.7	0	1.49
2184	1.49	1.26	0	1.17
2185	1.17	1.49	0	1.1
2186	1.1	1.17	0.6	1.12
2187	1.12	1.1	0	1.38
2188	1.38	1.12	0.3	1.63
2189	1.63	1.38	0.2	1.15
2190	1.15	1.63	0.1	1.17
2191	1.17	1.15	0	1.24
2192	1.24	1.17	0.5	1.35
2193	1.35	1.24	18.3	1.35
2194	1.35	1.35	3.4	1.42
2195	1.42	1.35	0.2	1.53
2196	1.53	1.42	0	1.64
2197	1.64	1.53	1.1	1.95
2198	1.95	1.64	6.7	1.59
2199	1.59	1.95	1	1.55
2200	1.55	1.59	0.1	2.21
2201	2.21	1.55	0	2.76
2202	2.76	2.21	0	2.7
2203	2.7	2.76	0	2.7
2204	2.7	2.7	0.4	3.31
2205	3.31	2.7	14.5	4.32
2206	4.32	3.31	0	4.71
2207	4.71	4.32	0	3.48
2208	3.48	4.71	0	3.48
2209	3.48	3.48	0.1	3.95
2210	3.95	3.48	0.4	7.88
2211	7.88	3.95	0	6.25
2212	6.25	7.88	0	4.96
2213	4.96	6.25	0	4.26
2214	4.26	4.96	0	3.78
2215	3.78	4.26	0	3.25
2216	3.25	3.78	0	3.13
2217	3.13	3.25	1	2.87
2218	2.87	3.13	0.1	2.76
2219	2.76	2.87	0.1	2.59
2220	2.59	2.76	0.2	2.03
2221	2.03	2.59	0	2.26
2222	2.26	2.03	0.2	2.07
2223	2.07	2.26	0.1	2.4
2224	2.4	2.07	0	2.03
2225	2.03	2.4	0	1.99
2226	1.99	2.03	0	1.9
2227	1.9	1.99	0	1.66
2228	1.66	1.9	0	1.49
2229	1.49	1.66	0	1.66
2230	1.66	1.49	3.4	2.35
2231	2.35	1.66	4.1	1.7
2232	1.7	2.35	0	1.7
2233	1.7	1.7	0	1.66
2234	1.66	1.7	3.1	1.55
2235	1.55	1.66	18.3	10.62
2236	10.62	1.55	0	12.81
2237	12.81	10.62	0	8.15
2238	8.15	12.81	0.6	6.57
2239	6.57	8.15	0	5.54
2240	5.54	6.57	1.8	4.71
2241	4.71	5.54	0	4.14
2242	4.14	4.71	5.8	27.48
2243	27.48	4.14	54.2	89.34
2244	89.34	27.48	0	30.88
2245	30.88	89.34	3.3	19.27
2246	19.27	30.88	0	14.01
2247	14.01	19.27	0.1	10.89
2248	10.89	14.01	0	9.06
2249	9.06	10.89	0	7.95
2250	7.95	9.06	0	7.03
2251	7.03	7.95	0	6.25
2252	6.25	7.03	0	5.8
2253	5.8	6.25	4.2	5.47
2254	5.47	5.8	8.2	5.74
2255	5.74	5.47	5.8	7.69
2256	7.69	5.74	5.8	11.61
2257	11.61	7.69	0.2	12.04
2258	12.04	11.61	0	10.13
2259	10.13	12.04	0	8.34
2260	8.34	10.13	0	7.42
2261	7.42	8.34	12.9	8.69
2262	8.69	7.42	1.3	10.51
2263	10.51	8.69	0.1	13.58
2264	13.58	10.51	0	10.89
2265	10.89	13.58	0	9.21
2266	9.21	10.89	0	8.08
2267	8.08	9.21	6.5	7.42
2268	7.42	8.08	0	7.23
2269	7.23	7.42	0	6.32
2270	6.32	7.23	0	6.06
2271	6.06	6.32	0	5.67
2272	5.67	6.06	4.8	5.47
2273	5.47	5.67	5.2	5.61
2274	5.61	5.47	0.9	5.74
2275	5.74	5.61	0	5.47
2276	5.47	5.74	0.6	5.61
2277	5.61	5.47	1.7	5.67
2278	5.67	5.61	0.6	5.41
2279	5.41	5.67	3.3	5.34
2280	5.34	5.41	0.2	5.8
2281	5.8	5.34	0.2	5.93
2282	5.93	5.8	0	5.61
2283	5.61	5.93	0	5.34
2284	5.34	5.61	0.6	5.09
2285	5.09	5.34	0	4.71
2286	4.71	5.09	0	4.39
2287	4.39	4.71	0	4.2
2288	4.2	4.39	6.7	4.2
2289	4.2	4.2	18.2	4.96
2290	4.96	4.2	3.5	10.51
2291	10.51	4.96	0	11.61
2292	11.61	10.51	0	9.44
2293	9.44	11.61	0	7.82
2294	7.82	9.44	0	6.63
2295	6.63	7.82	0.2	6.06
2296	6.06	6.63	4.4	6.51
2297	6.51	6.06	1.1	7.69
2298	7.69	6.51	4.9	6.77
2299	6.77	7.69	0.5	6.38
2300	6.38	6.77	10.4	6.57
2301	6.57	6.38	0.2	5.93
2302	5.93	6.57	0	5.34
2303	5.34	5.93	0.1	4.77
2304	4.77	5.34	2.1	4.51
2305	4.51	4.77	1.7	4.46
2306	4.46	4.51	9.7	6.38
2307	6.38	4.46	0.1	8.63
2308	8.63	6.38	0	6.38
2309	6.38	8.63	0.7	5.47
2310	5.47	6.38	3.9	4.89
2311	4.89	5.47	0.6	4.77
2312	4.77	4.89	3.6	4.51
2313	4.51	4.77	1	4.14
2314	4.14	4.51	1.3	3.71
2315	3.71	4.14	0	3.54
2316	3.54	3.71	0.3	3.19
2317	3.19	3.54	5.4	3.19
2318	3.19	3.19	4	3.25
2319	3.25	3.19	0	3.54
2320	3.54	3.25	0.5	3.31
2321	3.31	3.54	1.4	3.02
2322	3.02	3.31	5.3	3.54
2323	3.54	3.02	21.5	8.43
2324	8.43	3.54	0	15.11
2325	15.11	8.43	0	10.89
2326	10.89	15.11	0	8.47
2327	8.47	10.89	0	6.77
2328	6.77	8.47	0.1	5.8
2329	5.8	6.77	5.7	4.96
2330	4.96	5.8	1.8	4.77
2331	4.77	4.96	0.2	4.89
2332	4.89	4.77	12.7	6.19
2333	6.19	4.89	0	6.06
2334	6.06	6.19	0.1	5.28
2335	5.28	6.06	3.2	4.39
2336	4.39	5.28	0	3.83
2337	3.83	4.39	0.3	3.31
2338	3.31	3.83	0.1	2.87
2339	2.87	3.31	0.3	2.7
2340	2.7	2.87	0	2.45
2341	2.45	2.7	1.5	2.35
2342	2.35	2.45	7.2	2.59
2343	2.59	2.35	0.4	2.63
2344	2.63	2.59	3.1	3.59
2345	3.59	2.63	23.2	5.99
2346	5.99	3.59	0	7.36
2347	7.36	5.99	10	7.66
2348	7.66	7.36	2.7	6.7
2349	6.7	7.66	3.9	9.74
2350	9.74	6.7	1.2	6.06
2351	6.06	9.74	11.4	6.06
2352	6.06	6.06	2.4	11.28
2353	11.28	6.06	0	11.61
2354	11.61	11.28	0	8.34
2355	8.34	11.61	0.2	5.87
2356	5.87	8.34	0.2	4.71
2357	4.71	5.87	4.4	3.78
2358	3.78	4.71	0	3.13
2359	3.13	3.78	0	2.65
